id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol
1443,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8
1444,6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7
1445,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1
1446,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6
1447,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8
1448,6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7
1449,6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7
1450,7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3
1451,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3
1452,7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11
1453,6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6
1454,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9
1455,11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9
1456,6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9
1457,6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55
1458,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9
1459,8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5
1460,7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9
1461,6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4
1462,6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10
1463,6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4
1464,6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8
1465,6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7
1466,6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7
1467,7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10
1468,6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11
1469,7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10
1470,7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7
1471,10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7
1472,6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6
1473,7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1
1474,6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11
1475,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8
1476,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667
1477,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8
1478,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6
1479,7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2
1480,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6
1481,5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1
1482,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6
1483,7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3
1484,8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7
1485,6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9
1486,7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7
1487,6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3
1488,6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6
1489,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4
1490,6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8
1491,7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4
1492,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4
1493,6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95
1494,7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7
1495,6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10
1496,7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6
1497,7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7
1498,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5
1499,6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8
1500,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5
1501,7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6
1502,7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4
1503,7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8
1504,6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11
1505,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4
1506,6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95
1507,6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8
1508,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4
1509,7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6
1510,7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1
1511,6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7
1512,7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8
1513,6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4
1514,6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5
1515,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333
1516,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25
1517,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6
1518,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3
1519,7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5
1520,6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2
1521,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3
1522,6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05
1523,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6
1524,6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4
1525,6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10
1526,6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7
1527,6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6
1528,7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8
1529,7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1
1530,7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2
1531,6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3
1532,6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2
1533,7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9
1534,8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9
1535,6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7
1536,7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7
1537,6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3
1538,5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2
1539,6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12
1540,7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9
1541,6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6
1542,7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9
1543,6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75
1544,11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4
1545,8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2
1546,6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1
1547,7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2
1548,6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1
1549,11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4
1550,7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4
1551,7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5
1552,7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4
1553,6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3
1554,7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4
1555,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11
1556,7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55
1557,6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9
1558,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11
1559,6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5
1560,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
1561,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
1562,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
1563,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
1564,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
1565,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
1566,6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9
1567,6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2
1568,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
1569,7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2
1570,6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5
1571,6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4
1572,6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1
1573,7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5
1574,6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5
1575,5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5
1576,7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8
1577,8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8
1578,6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9
1579,6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3
1580,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3
1581,7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9
1582,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3
1583,6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9
1584,6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8
1585,6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6
1586,7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5
1587,7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4
1588,5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9
1589,7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8
1590,6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2
1591,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6
1592,5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6
1593,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11
1594,6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5
1595,6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5
1596,5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2
1597,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11
1598,5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2
1599,6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11
